candidate,phrase,type,post_count,example_1,example_2,example_3
Trump,#trumpless,hashtag,10,"Happy Friday friends 👋

If you want to meet more more #NeverTrump friends drop a 💙
I random boost my followers when I see they participate following people to make this process work.

I will post a schedule later for our combined parties tonight so check back! 🎉

#Trumpless #signalBoost
Repost","Happy Thursday friends 👋
If you want to meet more #NeverTrump friends drop a 💙

I random boost for participating.
Have an awesome day!

#NoDemUnder1k
#BlueStormBoosts
#TrueBlueResisters
#Trumpless","Happy Wednesday friends 👋

If you are looking for more #NeverTrump friends, drop a 💙

I random boost my followers that participate.

Stay #Trumpless
#NoDemUnder5k
#BlueStormBoosts"
Trump,#trumpwon,hashtag,10,"#TrumpWon

If you’re looking for a no B.S. #Substack, I’ll be posting weekly about politics, sports, music, beer, whiskey & travel.

It damn sure won’t be a safe space for liberals, Leftists, Democrats or other weirdos.

Enjoy… #TrumpWon 🇺🇸💪

https://anonymous",#Maga #TrumpWon #awake #ncswic,#ncswic #wwg1wga #maga #Trumpwon
Trump,never-trumpers,variant,10,I’m beginning to have second thoughts about #Bluesky. Same problem that X has only from other side of the political spectrum. MAGA nuts spoil X but Never-Trumpers or Muskers on Bluesky are equally intolerant. Cancel culture runs rampant. Room for middle of the road platform.,I’m beginning to have second thoughts about #Bluesky. Same problem that X has only from other side of the political spectrum. MAGA nuts spoil X but Never-Trumpers or Muskers on Bluesky are equally intolerant. Cancel culture runs rampant. Room for middle of the road platform.,"For the record, I blocked the accounts Joe Walsh, Adam Kinzinger, & Republicans Against Trumpism.

I will block any & all currently registered openly public Republicans & “Never-Trumpers.”
No exceptions."
Harris,#kamala2028,hashtag,9,this woman should be our next president. i’m so ashamed and disgusted with our country💔💔💔 #kamala2028 #kamala #gay #fyp #bluecrew #nodemunder1k,this woman should be our next president. i’m so ashamed and disgusted with our country💔💔💔 #kamala2028 #kamala #gay #fyp #bluecrew #nodemunder1k,this woman should be our next president. i’m so ashamed and disgusted with our country💔💔💔 #kamala2028 #kamala #gay #fyp #bluecrew #nodemunder1k
Harris,kamalaharris,variant,9,Do your part to help elect Kamala Harris: Calls.KamalaHarris.com,"Hey all #blueresisters
#democracy
#bluedots
#kamalaharris
Kamala Harris has a fight fund. Please support this and spread the word. 

kamalaharris.com","Feeling very hopeful about VP Kamala Harris’s prospects after spending the day door knocking in Downingtown, Pennsylvania. The #harriswalz2024 campaign in PA is super-organized and energized. Please get involved! go.kamalaharris.com #DoSomething"
Harris,#harris_walz2024,hashtag,8,"Yep, I’m with her (and Tim)!
#USDemocracy
#VoteBlue
#Harris_Walz2024","Ladies, you know what to do!
#Harris_Walz2024
#USDemocracy
#yourReligionisnotmyHealthcare","Your religion is not my healthcare!  Elect Kamala Nov 5th!#MindYourOwnDamnBusiness
#VoteBlue
#USDemocracy
#Harris_Walz2024"
Trump,#fuktrump,hashtag,8,Word. #fukMAGA #fukTRUMP,Woot Woot... GO JOE !!!!! #FUKtRUMP,"#blueunderground #resist #fucktrump #fuktrump
#deportmusk #fuckgop #resistance #democracy"
Trump,#ps1trumpism,hashtag,8,"Gaetz really, REALLY, doesn't want that ethics report to be published -

https://anonymous

#PS1trumpism","That was the Senate that was -

https://anonymous

Is that the Senate that will be?

#PS1trumpism","Trump was just kidding when he claimed he didn't know who was Project 2025 or what they were up to.

https://anonymous

#PS1trumpism"
Trump,#trumpsamerica,hashtag,8,"Itsacult 😵‍💫

#donaldtrump #itsacult #trumpsupporters #magacult #magats #trumpcult #trumpsamerica #republicans","The real trump wall

#donaldtrump #fraud #maga #trumpsamerica #enemyofthepeople #conman #grifter #unfit #fucktrump #worstpresidentever","https://anonymous

#TrumpsAmerica #Disgraceful"
Trump,donoldtrump,variant,8,"DonoldTrump I truly fukkkin hate u, you’re a soulless piece of shitty garbage bastard who cheated and bought this election!","DonoldTrump I truly fukkkin hate u, you’re a soulless piece of shitty garbage bastard who cheated and bought this election!","DonoldTrump I truly fukkkin hate u, you’re a soulless piece of shitty garbage bastard who cheated and bought this election!"
Trump,ex-trump,variant,8,'I Could Use A Good Laugh!' CNN's Jim Acosta Calls 'BS' On Ex-Trump Aide Still Saying Trump Not Connected To Project 2025 https://anonymous,"Ex-Trump Voter Supports Harris
https://anonymous","Ex-Trump Voter Supports Harris
https://anonymous"
Trump,trump-voting,variant,8,"I can't get over the Trump-voting friend of mine who begged me not to check out of the political fight, saying my voice is needed to help check the worst of MAGA's impulses. 

He doesn't realise how insulting that actually is. And that astounds me","Talked to my Trump-voting dad and he assured me that Trump wasn't really going to do the things he promised he would do, so good news I guess. 😬",I’ve been told by my Trump-voting friends and family that I should be more gracious and congratulate the president-elect. So allow me to congratulate President-elect Fuckface von MicroPenis and wish him nothing but diarrhea and declining health until he crawls into the ground and becomes a skeleton.
Trump,trumpsters,variant,8,"Giving a big 'eff you' to all the Trumpsters who 'invested'....

https://anonymous",Trumpsters?,Some Trumpsters Miss Universe comments
Harris,#voteharriswalz,hashtag,7,"Happy Saturday! 🤣

#VoteHarrisWalz","If you are voting for Donald Trump don’t tell me you support the women in your life.

You do not. 

#VoteHarrisWalz #TrumpIsUnfit

https://anonymous","We need a laugh-then we get to work! 😂

#VoteHarrisWalz #TrumpIsUnfit"
Trump,#fuckdonaldtrump,hashtag,7,"#FuckDonaldTrump
#FuckTheGOP","#FuckDonaldTrump
#FuckTheGOP",We love you Joe!! #JoeBidenIsMyPresident #FuckDonaldTrump
Trump,#trumpgoverment,hashtag,7,"The Remake of Entourage is ass!

#ChrisWright #TrumpAdministration
#TrumpAppointments #TrumpGoverment #DOGE #Dogecoin #ElonMusk #VivekRamaswamy #PeteHegseth #KarolineLeavitt #MattGaetz #Trump #Entourage","The worst McDonald's Commercial, ever! 
#ChrisWright
#TrumpAppointments #TrumpGoverment #DOGE #Dogecoin #ElonMusk #Elonia #VivekRamaswamy #PeteHegseth #KarolineLeavitt #MattGaetz #Trump","And so it begins...

#TrumpAppointments #TrumpGoverment #DOGE #Dogecoin #ElonMusk #Elonia #VivekRamaswamy #PeteHegseth 
#MattGaetz"
Trump,#trumpgrabinet,hashtag,7,#TrumpGrabinet,#TrumpGrabinet,#TrumpGrabinet
Trump,#trumpisnotanoption,hashtag,7,"We must save our nation from MAGA!
#TrumpIsNotAnOption
 🍊💩🤡

@anonymous 	@anonymous
@anonymous	@anonymous
@anonymous	@anonymous
@anonymous	@anonymous","Vote him out so he can be convicted in ALL four trials!
#TrumpIsNotAnOption
@anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous @anonymous","Vote him out in November so he can be convicted in ALL four trials afterwards! 

#TrumpIsNotAnOption
 
@anonymous @anonymous
@anonymous @anonymous @anonymous @anonymous @anonymous @anonymous"
Trump,#trumpsupporters,hashtag,7,"Itsacult 😵‍💫

#donaldtrump #itsacult #trumpsupporters #magacult #magats #trumpcult #trumpsamerica #republicans","A resounding endorsement from his supporters 

#donaldtrump #taliban #putinspuppet #project2025 #russiancollusion #misogyny #magats #fascism #nazi #hitler #domesticterrorism #trumpsupporters #dictator #russianasset #republicans #convictedfelon #americantaliban #traitor #treason","It's the little things really that bring a smile to my face

😅😅😅😅

#donaldtrump #hilarious #trumprally #fafo #trumpsupporters #deplorables #magacult #trumpcult #karma"
Trump,-trump,variant,7,Tom Homan -Trump’s border czar -makes my skin crawl.,Tom Homan -Trump’s border czar -makes my skin crawl.,Kamala up with white COLLEGE EDUCATED voters tells you all you need to know.. “I love the poorly educated” -Trump
Trump,trump-supporting,variant,7,"A little prophecy from a Trump-supporting member of Congress.

#trump #uspol #politics",Yet another violent Trump-supporting teenage boy. https://anonymous,"I've let two Trump-supporting relatives know about the racist ""comedian"" Trump chose to open his rally today, saying I hope if they're considering voting for him that they've seen his latest rallies and how boldly hateful they are."
Trump,trumpf,variant,7,So Jonald Donald Trumpf is going to break his OWN agreement with our neighbors based on shit that ain’t happening by people who ain’t doing it. Makes sense. Full vid on IG.,"Is everyone enjoying how elite we all feel being a part of the Bluesky club! 

We are all kind(to each other, not the rubes) educated and enlightened unlike those poors over on twitter who voted for tRumpf.

We need to double down on this fact and then we'll start winning again!","Is everyone enjoying how elite we all feel being a part of the Bluesky club! 

We are all kind(to each other, not the rubes) educated and enlightened unlike those poors over on twitter who voted for tRumpf.

We need to double down on this fact and then we'll start winning again!"
Harris,#kamaladefendsdemocracy,hashtag,6,"#KamalaDefendsDemocracy 

Only one candidate has vowed to pass the John Lewis Voting Rights Advancement Act.  

Kamala Harris believes in freedom and democracy.  

Trump wants to kill it.  

Vote for Kamala.  She walks the walk.",Action Alert: Help Us Defend Kamala Harris From Online Attacks Right Now #KamalaDefendsDemocracy,Who else already voted for Kamala Harris? Or plans to? #KamalaDefendsDemocracy
Harris,pro-harris,variant,6,"CHANGE IS NEEDED!!!....
KAMALA HARRIS 2024!!!🇺🇸

Sam Elliott in pro-Harris ad: ‘Are we really going back down that same f‑‑‑ing broken road?’ #Presidentialelection
https://anonymous",Getting huge pro-Harris vibes from both Mastodon and here.,Critics say the pro-Harris Future Forward PAC didn’t share enough with allies and waited too long to spend its huge war chest
Trump,#trumpcrimefamily,hashtag,6,"A member of the #TrumpCrimeFamily is now threatening Americans openly. 
That shouldn't be tolerated.
#Resist.","A member of the #TrumpCrimeFamily is now threatening Americans openly. 
That shouldn't be tolerated.
#Resist.","A member of the #TrumpCrimeFamily is now threatening Americans openly. 
That shouldn't be tolerated.
#Resist."
Trump,#trumpvance,hashtag,6,#Trump #TrumpCult #MAGA #MAGARepublicans #MAGACult #kakistocracy #TrumpVance #TrumpCabinet #Project2025 #DeathOfDemocracy #TrumpIsOutOnBail #TrumpIsACriminal #TrumpIsATraitor #TrumpIsUnfit,"MAGA: When the shit hits the fan and you & yours get spattered, remember that you chose The Fourth Reich over America because they hate who you hate.

#Trump #TrumpVance #TrumpCult #MAGACult #MAGARepublicans #USA #America #FakeChristians #misogynists #educationmatters #mentalhealthmatters",#Trump #TrumpVance #TrumpCult #MAGACult #MAGARepublicans #USA #America #FakeChristians #misogynists #educationmatters #mentalhealthmatters
Trump,donaldtrump,variant,6,"I have read that DonaldTrump's mother was not here legally when he was born, if true I vote for him to be the first person deported. Problem solved, if we can find a country which would take him.","I have read that DonaldTrump's mother was not here legally when he was born, if true I vote for him to be the first person deported. Problem solved, if we can find a country which would take him.","Sexual predators stick together. 

#MattGaetz/DonaldTrump"
Trump,erictrump952789,variant,6,"A FIFTY FOUR OLD CONSERVATIVE DUDE AT THE GOLF COURSE WAS BRAGGING HOW  ERIC TRUMP LIKED HIS tweet®️ & HE WAS GIDDY LIKE A SCHOOLKID UNTIL I LOOKED & HAD TO TELL HIM IT WAS ERICTRUMP952789. 
These people vote.","A FIFTY FOUR OLD CONSERVATIVE DUDE AT THE GOLF COURSE WAS BRAGGING HOW  ERIC TRUMP LIKED HIS tweet®️ & HE WAS GIDDY LIKE A SCHOOLKID UNTIL I LOOKED & HAD TO TELL HIM IT WAS ERICTRUMP952789. 
These people vote.","A FIFTY FOUR OLD CONSERVATIVE DUDE AT THE GOLF COURSE WAS BRAGGING HOW  ERIC TRUMP LIKED HIS tweet®️ & HE WAS GIDDY LIKE A SCHOOLKID UNTIL I LOOKED & HAD TO TELL HIM IT WAS ERICTRUMP952789. 
These people vote."
Trump,trump-vance,variant,6,The Trump-Vance campaign would be great if not for Trump and Vance,Beware the Academics Bolstering the Fascist Violence of Trump-Vance https://anonymous,"The big difference from the Biden-Harris policies and what’s ahead will Trump-Vance is explored in today’s HCR Letter. 

https://anonymous"
